filename,source_image,card_id,variant,is_clean,defect_count,mask_source,mask_filename,blur_present,blur_intensity,skew_present,skew_intensity,rotated_present,rotated_intensity,zoomed_out_present,zoomed_out_intensity,noise_present,noise_intensity,wrong_colors_present,wrong_colors_intensity,parameters_json
images/0001_177510956318849330_jpg_600x600_single_noise_02.jpg,177510956318849330.jpg_600x600.webp,177510956318849330.jpg_600x600,single,0,1,auto,masks/0001_177510956318849330_jpg_600x600_single_noise_02.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.215612,0,0.0,"{""application_order"":[""noise""],""defects"":{""noise"":{""type"":""poisson"",""poisson_level"":48.1413}}}"
images/0001_177510956318849330_jpg_600x600_single_wrong_colors_01.jpg,177510956318849330.jpg_600x600.webp,177510956318849330.jpg_600x600,single,0,1,auto,masks/0001_177510956318849330_jpg_600x600_single_wrong_colors_01.png,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.757687,"{""application_order"":[""wrong_colors""],""defects"":{""wrong_colors"":{""operations"":[{""operation"":""hue"",""shift"":-34.8228}]}}}"
images/0001_177510956318849330_jpg_600x600_single_wrong_colors_02.jpg,177510956318849330.jpg_600x600.webp,177510956318849330.jpg_600x600,single,0,1,auto,masks/0001_177510956318849330_jpg_600x600_single_wrong_colors_02.png,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.694828,"{""application_order"":[""wrong_colors""],""defects"":{""wrong_colors"":{""operations"":[{""operation"":""hue"",""shift"":32.1828}]}}}"
images/0001_177510956318849330_jpg_600x600_combo_01.jpg,177510956318849330.jpg_600x600.webp,177510956318849330.jpg_600x600,combo,0,3,auto,masks/0001_177510956318849330_jpg_600x600_combo_01.png,0,0.0,1,0.980996,1,0.772388,1,0.251053,0,0.0,0,0.0,"{""application_order"":[""zoomed_out"",""skew"",""rotated""],""defects"":{""zoomed_out"":{""scale"":0.7769},""skew"":{""maximum_shift_pixels"":100.1757,""destination_points"":[[64.917,61.02],[581.856,73.041],[16.369,560.988],[499.874,534.888]]},""rotated"":{""angle_degrees"":-139.0298}}}"
images/0001_177510956318849330_jpg_600x600_combo_02.jpg,177510956318849330.jpg_600x600.webp,177510956318849330.jpg_600x600,combo,0,2,auto,masks/0001_177510956318849330_jpg_600x600_combo_02.png,1,0.373166,0,0.0,1,0.800114,0,0.0,0,0.0,0,0.0,"{""application_order"":[""blur"",""rotated""],""defects"":{""blur"":{""type"":""defocus"",""kernel_size"":19,""radius"":9},""rotated"":{""angle_degrees"":144.0206}}}"
images/0001_177510956318849330_jpg_600x600_combo_03.jpg,177510956318849330.jpg_600x600.webp,177510956318849330.jpg_600x600,combo,0,4,auto,masks/0001_177510956318849330_jpg_600x600_combo_03.png,1,0.81982,1,0.308331,1,1.0,1,0.875376,0,0.0,0,0.0,"{""application_order"":[""zoomed_out"",""blur"",""rotated"",""skew""],""defects"":{""zoomed_out"":{""scale"":0.421},""blur"":{""type"":""gaussian"",""kernel_size"":51,""sigma"":8.2883},""rotated"":{""angle_degrees"":180.0},""skew"":{""maximum_shift_pixels"":35.5998,""destination_points"":[[5.441,5.695],[574.775,21.232],[13.698,577.786],[582.338,590.05]]}}}"
images/0001_177510956318849330_jpg_600x600_combo_04.jpg,177510956318849330.jpg_600x600.webp,177510956318849330.jpg_600x600,combo,0,4,auto,masks/0001_177510956318849330_jpg_600x600_combo_04.png,1,0.852299,0,0.0,1,0.5,1,0.405355,0,0.0,1,0.336145,"{""application_order"":[""zoomed_out"",""wrong_colors"",""blur"",""rotated""],""defects"":{""zoomed_out"":{""scale"":0.6889},""wrong_colors"":{""operations"":[{""operation"":""brightness"",""offset"":-29.547},{""operation"":""saturation"",""factor"":0.6444},{""operation"":""temperature"",""shift"":26.1856}]},""blur"":{""type"":""gaussian"",""kernel_size"":53,""sigma"":8.5968},""rotated"":{""angle_degrees"":-90.0}}}"
images/0001_177510956318849330_jpg_600x600_combo_05.jpg,177510956318849330.jpg_600x600.webp,177510956318849330.jpg_600x600,combo,0,4,auto,masks/0001_177510956318849330_jpg_600x600_combo_05.png,1,0.749538,0,0.0,1,0.289862,1,0.247925,1,0.122261,0,0.0,"{""application_order"":[""noise"",""rotated"",""zoomed_out"",""blur""],""defects"":{""noise"":{""type"":""gaussian"",""standard_deviation"":6.6459},""rotated"":{""angle_degrees"":-52.1751},""zoomed_out"":{""scale"":0.7787},""blur"":{""type"":""defocus"",""kernel_size"":31,""radius"":15}}}"
images/0001_177510956318849330_jpg_600x600_combo_06.jpg,177510956318849330.jpg_600x600.webp,177510956318849330.jpg_600x600,combo,0,4,auto,masks/0001_177510956318849330_jpg_600x600_combo_06.png,0,0.0,1,0.226493,1,0.5,1,0.664865,1,0.133543,0,0.0,"{""application_order"":[""zoomed_out"",""rotated"",""skew"",""noise""],""defects"":{""zoomed_out"":{""scale"":0.541},""rotated"":{""angle_degrees"":90.0},""skew"":{""maximum_shift_pixels"":27.7433,""destination_points"":[[6.384,6.11],[597.03,17.509],[6.352,573.881],[575.151,597.034]]},""noise"":{""type"":""jpeg"",""quality"":84}}}"
images/0001_177510956318849330_jpg_600x600_combo_07.jpg,177510956318849330.jpg_600x600.webp,177510956318849330.jpg_600x600,combo,0,2,auto,masks/0001_177510956318849330_jpg_600x600_combo_07.png,0,0.0,1,0.078298,0,0.0,0,0.0,1,0.285386,0,0.0,"{""application_order"":[""noise"",""skew""],""defects"":{""noise"":{""type"":""jpeg"",""quality"":72},""skew"":{""maximum_shift_pixels"":13.5166,""destination_points"":[[8.907,4.789],[593.443,11.676],[0.732,590.168],[590.266,598.181]]}}}"
images/0001_177510956318849330_jpg_600x600_combo_08.jpg,177510956318849330.jpg_600x600.webp,177510956318849330.jpg_600x600,combo,0,4,auto,masks/0001_177510956318849330_jpg_600x600_combo_08.png,1,0.099391,1,0.245643,1,0.199438,0,0.0,1,0.182939,0,0.0,"{""application_order"":[""rotated"",""noise"",""skew"",""blur""],""defects"":{""rotated"":{""angle_degrees"":-35.8988},""noise"":{""type"":""gaussian"",""standard_deviation"":8.9517},""skew"":{""maximum_shift_pixels"":29.5818,""destination_points"":[[15.992,0.437],[596.241,22.292],[6.993,586.978],[584.761,573.422]]},""blur"":{""type"":""gaussian"",""kernel_size"":11,""sigma"":1.4442}}}"
images/0002_177563611854832627_jpg_600x600_clean.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,clean,1,0,auto,masks/0002_177563611854832627_jpg_600x600_clean.png,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""application_order"":[],""defects"":{}}"
images/0002_177563611854832627_jpg_600x600_single_blur_01.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_blur_01.png,1,0.442821,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""application_order"":[""blur""],""defects"":{""blur"":{""type"":""motion"",""kernel_size"":27,""angle"":51.3449}}}"
images/0002_177563611854832627_jpg_600x600_single_blur_02.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_blur_02.png,1,0.987195,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""application_order"":[""blur""],""defects"":{""blur"":{""type"":""defocus"",""kernel_size"":41,""radius"":20}}}"
images/0002_177563611854832627_jpg_600x600_single_skew_01.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_skew_01.png,0,0.0,1,0.915522,0,0.0,0,0.0,0,0.0,0,0.0,"{""application_order"":[""skew""],""defects"":{""skew"":{""maximum_shift_pixels"":93.8902,""destination_points"":[[14.534,27.858],[508.048,54.379],[50.907,528.772],[593.633,544.151]]}}}"
images/0002_177563611854832627_jpg_600x600_single_skew_02.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_skew_02.png,0,0.0,1,0.975816,0,0.0,0,0.0,0,0.0,0,0.0,"{""application_order"":[""skew""],""defects"":{""skew"":{""maximum_shift_pixels"":99.6783,""destination_points"":[[52.942,5.67],[548.38,84.86],[6.83,592.226],[513.095,558.752]]}}}"
images/0002_177563611854832627_jpg_600x600_single_rotated_01.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_rotated_01.png,0,0.0,0,0.0,1,0.780146,0,0.0,0,0.0,0,0.0,"{""application_order"":[""rotated""],""defects"":{""rotated"":{""angle_degrees"":-140.4263}}}"
images/0002_177563611854832627_jpg_600x600_single_rotated_02.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_rotated_02.png,0,0.0,0,0.0,1,0.591745,0,0.0,0,0.0,0,0.0,"{""application_order"":[""rotated""],""defects"":{""rotated"":{""angle_degrees"":106.5141}}}"
images/0002_177563611854832627_jpg_600x600_single_zoomed_out_01.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_zoomed_out_01.png,0,0.0,0,0.0,0,0.0,1,0.421491,0,0.0,0,0.0,"{""application_order"":[""zoomed_out""],""defects"":{""zoomed_out"":{""scale"":0.6798}}}"
images/0002_177563611854832627_jpg_600x600_single_zoomed_out_02.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_zoomed_out_02.png,0,0.0,0,0.0,0,0.0,1,0.794255,0,0.0,0,0.0,"{""application_order"":[""zoomed_out""],""defects"":{""zoomed_out"":{""scale"":0.4673}}}"
images/0002_177563611854832627_jpg_600x600_single_noise_01.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_noise_01.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.488525,0,0.0,"{""application_order"":[""noise""],""defects"":{""noise"":{""type"":""poisson"",""poisson_level"":33.1311}}}"
images/0002_177563611854832627_jpg_600x600_single_noise_02.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_noise_02.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.460662,0,0.0,"{""application_order"":[""noise""],""defects"":{""noise"":{""type"":""gaussian"",""standard_deviation"":19.5052}}}"
images/0002_177563611854832627_jpg_600x600_single_wrong_colors_01.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_wrong_colors_01.png,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.187486,"{""application_order"":[""wrong_colors""],""defects"":{""wrong_colors"":{""operations"":[{""operation"":""hue"",""shift"":-10.8744},{""operation"":""temperature"",""shift"":16.3741},{""operation"":""brightness"",""offset"":-18.2489}]}}}"
images/0002_177563611854832627_jpg_600x600_single_wrong_colors_02.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,single,0,1,auto,masks/0002_177563611854832627_jpg_600x600_single_wrong_colors_02.png,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.658302,"{""application_order"":[""wrong_colors""],""defects"":{""wrong_colors"":{""operations"":[{""operation"":""brightness"",""offset"":54.031}]}}}"
images/0002_177563611854832627_jpg_600x600_combo_01.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,combo,0,2,auto,masks/0002_177563611854832627_jpg_600x600_combo_01.png,0,0.0,0,0.0,0,0.0,1,0.995156,1,0.858682,0,0.0,"{""application_order"":[""zoomed_out"",""noise""],""defects"":{""zoomed_out"":{""scale"":0.3528},""noise"":{""type"":""poisson"",""poisson_level"":12.7725}}}"
images/0002_177563611854832627_jpg_600x600_combo_02.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,combo,0,4,auto,masks/0002_177563611854832627_jpg_600x600_combo_02.png,1,0.9117,1,0.448615,1,0.5,0,0.0,0,0.0,1,0.827073,"{""application_order"":[""skew"",""wrong_colors"",""rotated"",""blur""],""defects"":{""skew"":{""maximum_shift_pixels"":49.067,""destination_points"":[[10.335,16.824],[565.267,41.85],[24.799,586.678],[554.439,596.507]]},""wrong_colors"":{""operations"":[{""operation"":""hue"",""shift"":37.7371},{""operation"":""temperature"",""shift"":-58.5868}]},""rotated"":{""angle_degrees"":90.0},""blur"":{""type"":""defocus"",""kernel_size"":37,""radius"":18}}}"
images/0002_177563611854832627_jpg_600x600_combo_03.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,combo,0,2,auto,masks/0002_177563611854832627_jpg_600x600_combo_03.png,1,0.477628,0,0.0,0,0.0,0,0.0,0,0.0,1,0.710808,"{""application_order"":[""wrong_colors"",""blur""],""defects"":{""wrong_colors"":{""operations"":[{""operation"":""temperature"",""shift"":50.9134},{""operation"":""saturation"",""factor"":1.6629}]},""blur"":{""type"":""gaussian"",""kernel_size"":31,""sigma"":5.0375}}}"
images/0002_177563611854832627_jpg_600x600_combo_04.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,combo,0,3,auto,masks/0002_177563611854832627_jpg_600x600_combo_04.png,1,0.630782,1,0.924843,0,0.0,0,0.0,0,0.0,1,0.130042,"{""application_order"":[""skew"",""blur"",""wrong_colors""],""defects"":{""skew"":{""maximum_shift_pixels"":94.785,""destination_points"":[[87.748,22.439],[583.597,75.817],[16.782,559.921],[581.999,511.373]]},""blur"":{""type"":""defocus"",""kernel_size"":27,""radius"":13},""wrong_colors"":{""operations"":[{""operation"":""hue"",""shift"":8.4618},{""operation"":""contrast"",""factor"":1.1345},{""operation"":""temperature"",""shift"":12.5828}]}}}"
images/0002_177563611854832627_jpg_600x600_combo_05.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,combo,0,3,auto,masks/0002_177563611854832627_jpg_600x600_combo_05.png,0,0.0,1,0.464892,1,0.245728,0,0.0,1,0.313112,0,0.0,"{""application_order"":[""skew"",""noise"",""rotated""],""defects"":{""skew"":{""maximum_shift_pixels"":50.6296,""destination_points"":[[43.762,48.953],[584.868,32.478],[20.236,549.325],[571.852,551.447]]},""noise"":{""type"":""poisson"",""poisson_level"":42.7789},""rotated"":{""angle_degrees"":-44.231}}}"
images/0002_177563611854832627_jpg_600x600_combo_06.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,combo,0,2,auto,masks/0002_177563611854832627_jpg_600x600_combo_06.png,0,0.0,0,0.0,0,0.0,1,0.995271,1,0.935928,0,0.0,"{""application_order"":[""noise"",""zoomed_out""],""defects"":{""noise"":{""type"":""jpeg"",""quality"":20},""zoomed_out"":{""scale"":0.3527}}}"
images/0002_177563611854832627_jpg_600x600_combo_07.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,combo,0,2,auto,masks/0002_177563611854832627_jpg_600x600_combo_07.png,0,0.0,0,0.0,0,0.0,1,0.205976,1,0.365535,0,0.0,"{""application_order"":[""noise"",""zoomed_out""],""defects"":{""noise"":{""type"":""jpeg"",""quality"":66},""zoomed_out"":{""scale"":0.8026}}}"
images/0002_177563611854832627_jpg_600x600_combo_08.jpg,177563611854832627.jpg_600x600.webp,177563611854832627.jpg_600x600,combo,0,4,auto,masks/0002_177563611854832627_jpg_600x600_combo_08.png,0,0.0,1,0.970014,1,0.971652,0,0.0,1,0.794175,1,0.541778,"{""application_order"":[""noise"",""skew"",""rotated"",""wrong_colors""],""defects"":{""noise"":{""type"":""gaussian"",""standard_deviation"":32.1786},""skew"":{""maximum_shift_pixels"":99.1213,""destination_points"":[[50.267,66.103],[566.668,69.108],[54.954,579.985],[533.091,561.419]]},""rotated"":{""angle_degrees"":174.8973},""wrong_colors"":{""operations"":[{""operation"":""brightness"",""offset"":45.1751}]}}}"
images/0003_177855142723865733_jpg_600x600_clean.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,clean,1,0,auto,masks/0003_177855142723865733_jpg_600x600_clean.png,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""application_order"":[],""defects"":{}}"
images/0003_177855142723865733_jpg_600x600_single_blur_01.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_blur_01.png,1,0.178966,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""application_order"":[""blur""],""defects"":{""blur"":{""type"":""defocus"",""kernel_size"":11,""radius"":5}}}"
images/0003_177855142723865733_jpg_600x600_single_blur_02.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_blur_02.png,1,0.896412,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""application_order"":[""blur""],""defects"":{""blur"":{""type"":""motion"",""kernel_size"":49,""angle"":79.5215}}}"
images/0003_177855142723865733_jpg_600x600_single_skew_01.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_skew_01.png,0,0.0,1,0.76411,0,0.0,0,0.0,0,0.0,0,0.0,"{""application_order"":[""skew""],""defects"":{""skew"":{""maximum_shift_pixels"":79.3546,""destination_points"":[[37.549,71.513],[535.832,13.466],[6.729,558.096],[548.773,572.401]]}}}"
images/0003_177855142723865733_jpg_600x600_single_skew_02.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_skew_02.png,0,0.0,1,0.251839,0,0.0,0,0.0,0,0.0,0,0.0,"{""application_order"":[""skew""],""defects"":{""skew"":{""maximum_shift_pixels"":30.1765,""destination_points"":[[6.779,6.009],[598.263,7.388],[14.338,573.358],[596.802,586.494]]}}}"
images/0003_177855142723865733_jpg_600x600_single_rotated_01.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_rotated_01.png,0,0.0,0,0.0,1,0.876237,0,0.0,0,0.0,0,0.0,"{""application_order"":[""rotated""],""defects"":{""rotated"":{""angle_degrees"":157.7227}}}"
images/0003_177855142723865733_jpg_600x600_single_rotated_02.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_rotated_02.png,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,"{""application_order"":[""rotated""],""defects"":{""rotated"":{""angle_degrees"":-90.0}}}"
images/0003_177855142723865733_jpg_600x600_single_zoomed_out_01.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_zoomed_out_01.png,0,0.0,0,0.0,0,0.0,1,0.283526,0,0.0,0,0.0,"{""application_order"":[""zoomed_out""],""defects"":{""zoomed_out"":{""scale"":0.7584}}}"
images/0003_177855142723865733_jpg_600x600_single_zoomed_out_02.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_zoomed_out_02.png,0,0.0,0,0.0,0,0.0,1,0.102766,0,0.0,0,0.0,"{""application_order"":[""zoomed_out""],""defects"":{""zoomed_out"":{""scale"":0.8614}}}"
images/0003_177855142723865733_jpg_600x600_single_noise_01.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_noise_01.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.855387,0,0.0,"{""application_order"":[""noise""],""defects"":{""noise"":{""type"":""gaussian"",""standard_deviation"":34.5047}}}"
images/0003_177855142723865733_jpg_600x600_single_noise_02.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_noise_02.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.774759,0,0.0,"{""application_order"":[""noise""],""defects"":{""noise"":{""type"":""gaussian"",""standard_deviation"":31.4409}}}"
images/0003_177855142723865733_jpg_600x600_single_wrong_colors_01.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_wrong_colors_01.png,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.396669,"{""application_order"":[""wrong_colors""],""defects"":{""wrong_colors"":{""operations"":[{""operation"":""temperature"",""shift"":30.1801},{""operation"":""brightness"",""offset"":34.1468}]}}}"
images/0003_177855142723865733_jpg_600x600_single_wrong_colors_02.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,single,0,1,auto,masks/0003_177855142723865733_jpg_600x600_single_wrong_colors_02.png,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.833774,"{""application_order"":[""wrong_colors""],""defects"":{""wrong_colors"":{""operations"":[{""operation"":""contrast"",""factor"":1.592}]}}}"
images/0003_177855142723865733_jpg_600x600_combo_01.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,combo,0,2,auto,masks/0003_177855142723865733_jpg_600x600_combo_01.png,0,0.0,0,0.0,1,0.476846,0,0.0,0,0.0,1,0.771774,"{""application_order"":[""wrong_colors"",""rotated""],""defects"":{""wrong_colors"":{""operations"":[{""operation"":""hue"",""shift"":-35.4145},{""operation"":""brightness"",""offset"":62.6548}]},""rotated"":{""angle_degrees"":-85.8322}}}"
images/0003_177855142723865733_jpg_600x600_combo_02.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,combo,0,2,auto,masks/0003_177855142723865733_jpg_600x600_combo_02.png,0,0.0,1,0.49266,0,0.0,1,0.764186,0,0.0,0,0.0,"{""application_order"":[""zoomed_out"",""skew""],""defects"":{""zoomed_out"":{""scale"":0.4844},""skew"":{""maximum_shift_pixels"":53.2953,""destination_points"":[[28.919,22.159],[587.977,22.392],[48.224,567.871],[561.932,553.34]]}}}"
images/0003_177855142723865733_jpg_600x600_combo_03.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,combo,0,4,auto,masks/0003_177855142723865733_jpg_600x600_combo_03.png,1,0.310055,1,0.93996,0,0.0,1,0.924255,0,0.0,1,0.67184,"{""application_order"":[""zoomed_out"",""skew"",""wrong_colors"",""blur""],""defects"":{""zoomed_out"":{""scale"":0.3932},""skew"":{""maximum_shift_pixels"":96.2362,""destination_points"":[[86.402,46.985],[572.734,46.736],[37.422,534.63],[522.19,529.308]]},""wrong_colors"":{""operations"":[{""operation"":""temperature"",""shift"":-48.3414},{""operation"":""hue"",""shift"":-31.2173},{""operation"":""saturation"",""factor"":0.3691}]},""blur"":{""type"":""gaussian"",""kernel_size"":23,""sigma"":3.4455}}}"
images/0003_177855142723865733_jpg_600x600_combo_04.jpg,177855142723865733.jpg_600x600.webp,177855142723865733.jpg_600x600,combo,0,2,auto,masks/0003_177855142723865733_jpg_600x600_combo_04.png,0,0.0,0,0.0,1,0.20901,1,0.613203,0,0.0,0,0.0,"{""application_order"":[""rotated"",""zoomed_out""],""defects"":{""rotated"":{""angle_degrees"":37.6217},""zoomed_out"":{""scale"":0.5705}}}"
